"Date","Dernier","Ouv."," Plus Haut","Plus Bas","Vol.","Variation %"
"18/12/2017","5.927,19","5.873,50","5.933,04","5.872,94","","0,89%"
"15/12/2017","5.874,90","5.853,53","5.879,77","5.845,45","","0,39%"
"14/12/2017","5.852,25","5.880,72","5.882,92","5.852,25","","-0,32%"
"13/12/2017","5.870,92","5.869,69","5.893,20","5.867,75","","0,05%"
"12/12/2017","5.868,21","5.858,54","5.876,50","5.858,07","","0,11%"
"11/12/2017","5.861,81","5.841,60","5.861,81","5.841,24","","0,38%"
"08/12/2017","5.839,85","5.810,07","5.841,85","5.809,55","","0,48%"
"07/12/2017","5.811,74","5.796,47","5.817,81","5.794,81","","0,27%"
"06/12/2017","5.796,13","5.810,98","5.811,48","5.790,55","","-0,26%"
"05/12/2017","5.811,30","5.831,42","5.838,26","5.810,15","","-0,30%"
"04/12/2017","5.828,91","5.828,93","5.868,09","5.818,79","","0,03%"
"01/12/2017","5.827,10","5.841,94","5.850,57","5.792,93","","-0,38%"
"30/11/2017","5.849,49","5.816,05","5.855,24","5.812,76","","0,56%"
"29/11/2017","5.817,09","5.819,46","5.835,84","5.810,51","","-0,01%"
"28/11/2017","5.817,64","5.784,10","5.820,03","5.779,34","","0,53%"
"27/11/2017","5.787,15","5.795,57","5.801,28","5.783,34","","-0,18%"
"24/11/2017","5.797,50","5.780,92","5.799,95","5.776,33","","0,31%"
"23/11/2017","5.779,76","5.776,87","5.783,63","5.771,70","","0,16%"
"22/11/2017","5.770,29","5.762,88","5.781,42","5.762,80","","0,15%"
"21/11/2017","5.761,86","5.726,28","5.766,86","5.726,28","","0,56%"
"20/11/2017","5.729,55","5.722,80","5.732,12","5.717,03","","0,13%"
"17/11/2017","5.722,12","5.727,50","5.741,37","5.719,60","","-0,13%"
"16/11/2017","5.729,42","5.686,10","5.733,00","5.686,04","","0,76%"
"15/11/2017","5.686,41","5.721,44","5.721,44","5.674,07","","-0,52%"
"14/11/2017","5.716,38","5.725,03","5.728,85","5.700,16","","-0,18%"
"13/11/2017","5.726,55","5.734,31","5.734,50","5.708,01","","-0,21%"
"10/11/2017","5.738,50","5.747,79","5.748,45","5.729,81","","-0,09%"
"09/11/2017","5.743,57","5.765,89","5.775,96","5.724,49","","-0,38%"
"08/11/2017","5.765,68","5.758,13","5.767,66","5.750,99","","0,19%"
"07/11/2017","5.754,57","5.761,54","5.769,48","5.748,22","","0,00%"
"06/11/2017","5.754,48","5.751,19","5.764,03","5.746,00","","0,07%"
"03/11/2017","5.750,53","5.741,43","5.751,53","5.732,98","","0,11%"
"02/11/2017","5.744,03","5.737,50","5.747,42","5.724,92","","0,11%"
"01/11/2017","5.737,75","5.725,40","5.754,28","5.725,21","","0,22%"
"31/10/2017","5.725,43","5.721,08","5.729,90","5.716,82","","0,11%"
"30/10/2017","5.718,90","5.721,97","5.728,37","5.713,25","","0,00%"
"27/10/2017","5.718,68","5.686,67","5.723,39","5.685,76","","0,44%"
"26/10/2017","5.693,50","5.687,94","5.700,85","5.686,96","","0,11%"
"25/10/2017","5.687,17","5.709,84","5.712,44","5.669,97","","-0,39%"
"24/10/2017","5.709,27","5.708,06","5.716,12","5.704,17","","0,07%"
"23/10/2017","5.705,48","5.716,23","5.724,65","5.705,48","","-0,27%"
"20/10/2017","5.720,91","5.711,31","5.720,91","5.701,94","","0,12%"
"19/10/2017","5.714,28","5.708,30","5.714,48","5.690,32","","0,15%"
"18/10/2017","5.705,98","5.701,28","5.713,45","5.698,90","","0,15%"
"17/10/2017","5.697,24","5.701,06","5.704,68","5.692,54","","-0,12%"
"16/10/2017","5.704,33","5.696,18","5.709,11","5.696,15","","0,09%"
"13/10/2017","5.698,99","5.689,24","5.707,71","5.687,90","","0,22%"
"12/10/2017","5.686,69","5.691,28","5.697,63","5.682,51","","-0,03%"
"11/10/2017","5.688,66","5.677,25","5.692,50","5.675,37","","0,15%"
"10/10/2017","5.680,14","5.656,34","5.683,27","5.655,86","","0,42%"
"09/10/2017","5.656,37","5.661,81","5.665,44","5.654,39","","-0,04%"
"06/10/2017","5.658,91","5.661,61","5.664,58","5.647,01","","-0,09%"
"05/10/2017","5.664,09","5.647,60","5.664,09","5.641,31","","0,27%"
"04/10/2017","5.648,79","5.644,21","5.651,50","5.638,83","","0,07%"
"03/10/2017","5.644,95","5.631,29","5.645,04","5.625,20","","0,25%"
"02/10/2017","5.630,92","5.618,20","5.630,92","5.610,67","","0,21%"
"29/09/2017","5.619,23","5.598,14","5.619,33","5.593,20","","0,41%"
"28/09/2017","5.596,15","5.581,77","5.600,50","5.579,26","","0,23%"
"27/09/2017","5.583,17","5.570,04","5.589,00","5.562,35","","0,30%"
"26/09/2017","5.566,51","5.581,96","5.582,95","5.564,59","","-0,29%"
"25/09/2017","5.582,67","5.590,95","5.595,50","5.569,44","","-0,27%"
"22/09/2017","5.597,90","5.589,73","5.598,62","5.587,44","","0,22%"
"21/09/2017","5.585,88","5.592,28","5.596,15","5.582,13","","-0,42%"
"20/09/2017","5.609,16","5.601,10","5.611,12","5.573,88","","0,13%"
"19/09/2017","5.601,75","5.588,46","5.605,96","5.588,24","","0,28%"
"18/09/2017","5.586,22","5.574,77","5.594,79","5.574,59","","0,15%"
"15/09/2017","5.577,92","5.574,29","5.578,72","5.568,08","","0,22%"
"14/09/2017","5.565,54","5.571,65","5.572,96","5.558,99","","-0,15%"
"13/09/2017","5.573,93","5.580,63","5.584,17","5.565,12","","-0,08%"
"12/09/2017","5.578,15","5.559,49","5.578,15","5.558,51","","0,32%"
"11/09/2017","5.560,26","5.513,06","5.560,26","5.512,70","","0,89%"
"08/09/2017","5.511,22","5.514,60","5.524,70","5.511,22","","0,00%"
"07/09/2017","5.511,25","5.493,90","5.517,03","5.491,93","","0,30%"
"06/09/2017","5.494,84","5.480,50","5.498,41","5.473,34","","0,23%"
"05/09/2017","5.482,07","5.503,01","5.507,82","5.464,05","","-0,44%"
"04/09/2017","5.506,36","5.513,10","5.513,62","5.502,86","","-0,12%"
"01/09/2017","5.513,16","5.502,04","5.519,47","5.497,54","","0,31%"
"31/08/2017","5.495,88","5.459,99","5.503,31","5.458,61","","0,63%"
"30/08/2017","5.461,47","5.445,50","5.462,89","5.442,56","","0,14%"
"29/08/2017","5.453,82","5.455,53","5.461,62","5.426,31","","-0,05%"
"28/08/2017","5.456,74","5.459,34","5.464,75","5.450,84","","0,09%"
"25/08/2017","5.451,78","5.437,20","5.470,42","5.434,71","","0,26%"
"24/08/2017","5.437,73","5.445,04","5.456,16","5.435,02","","-0,12%"
"23/08/2017","5.444,44","5.454,58","5.454,60","5.436,98","","-0,15%"
"22/08/2017","5.452,57","5.413,78","5.453,08","5.411,74","","0,68%"
"21/08/2017","5.415,96","5.409,98","5.416,58","5.396,17","","0,10%"
"18/08/2017","5.410,76","5.420,61","5.426,86","5.401,18","","-0,30%"
"17/08/2017","5.427,09","5.488,54","5.491,63","5.426,80","","-0,90%"
"16/08/2017","5.476,13","5.463,44","5.489,26","5.461,64","","0,27%"
"15/08/2017","5.461,49","5.469,59","5.474,81","5.456,02","","-0,16%"
"14/08/2017","5.470,32","5.428,47","5.476,16","5.425,03","","0,77%"
"11/08/2017","5.428,49","5.436,13","5.440,83","5.418,12","","-0,12%"
"10/08/2017","5.435,25","5.496,55","5.497,42","5.435,25","","-1,05%"
"09/08/2017","5.492,86","5.510,34","5.511,27","5.474,15","","-0,25%"
"08/08/2017","5.506,39","5.521,85","5.528,80","5.504,36","","-0,25%"
"07/08/2017","5.519,96","5.514,43","5.520,99","5.511,43","","0,20%"
"04/08/2017","5.508,72","5.510,67","5.518,95","5.499,68","","-0,04%"
"03/08/2017","5.511,19","5.511,85","5.517,32","5.504,89","","-0,06%"
"02/08/2017","5.514,60","5.512,56","5.516,75","5.496,39","","0,01%"
"01/08/2017","5.514,27","5.491,04","5.517,16","5.491,04","","0,48%"
"31/07/2017","5.488,16","5.486,98","5.499,70","5.482,77","","0,04%"
"28/07/2017","5.485,95","5.497,13","5.497,38","5.473,02","","-0,16%"
"27/07/2017","5.494,78","5.505,25","5.515,94","5.476,10","","0,09%"
"26/07/2017","5.489,75","5.485,51","5.509,16","5.481,44","","0,07%"
"25/07/2017","5.486,06","5.467,82","5.497,02","5.467,72","","0,29%"
"24/07/2017","5.469,93","5.480,31","5.480,46","5.463,45","","-0,20%"
"21/07/2017","5.480,70","5.489,43","5.495,00","5.466,36","","-0,23%"
"20/07/2017","5.493,38","5.480,46","5.497,38","5.479,24","","0,25%"
"19/07/2017","5.479,93","5.450,56","5.479,93","5.450,29","","0,46%"
"18/07/2017","5.454,81","5.449,69","5.458,97","5.438,99","","0,06%"
"17/07/2017","5.451,76","5.454,62","5.458,27","5.447,55","","0,03%"
"14/07/2017","5.450,26","5.421,92","5.458,96","5.420,78","","0,58%"
"13/07/2017","5.419,06","5.409,54","5.422,68","5.408,91","","0,21%"
"12/07/2017","5.407,57","5.366,57","5.412,07","5.362,99","","0,90%"
"11/07/2017","5.359,28","5.365,09","5.370,75","5.344,07","","-0,07%"
"10/07/2017","5.363,27","5.356,96","5.371,55","5.353,17","","0,21%"
"07/07/2017","5.352,28","5.338,45","5.355,57","5.330,05","","0,22%"
"06/07/2017","5.340,57","5.373,54","5.374,23","5.339,53","","-0,57%"
"05/07/2017","5.371,28","5.368,01","5.376,71","5.355,07","","0,08%"
"04/07/2017","5.367,08","5.375,54","5.377,59","5.365,33","","-0,09%"
"03/07/2017","5.371,73","5.362,88","5.385,80","5.357,80","","0,22%"
"30/06/2017","5.359,88","5.368,77","5.379,36","5.356,80","","-0,16%"
"29/06/2017","5.368,58","5.406,41","5.421,82","5.352,95","","-0,62%"
"28/06/2017","5.402,00","5.366,15","5.406,49","5.359,34","","0,76%"
"27/06/2017","5.361,24","5.386,07","5.393,02","5.361,24","","-0,51%"
"26/06/2017","5.388,78","5.381,96","5.410,00","5.380,88","","0,13%"
"23/06/2017","5.381,79","5.372,72","5.386,46","5.365,26","","0,18%"
"22/06/2017","5.372,05","5.370,82","5.381,52","5.365,62","","0,08%"
"21/06/2017","5.367,60","5.376,21","5.378,75","5.360,59","","-0,13%"
"20/06/2017","5.374,39","5.411,94","5.416,06","5.374,39","","-0,72%"
"19/06/2017","5.413,38","5.375,05","5.413,67","5.374,37","","0,69%"
"16/06/2017","5.376,11","5.358,10","5.376,11","5.356,79","","0,35%"
"15/06/2017","5.357,30","5.384,61","5.385,88","5.333,74","","-0,72%"
"14/06/2017","5.395,90","5.391,96","5.412,18","5.373,74","","0,10%"
"13/06/2017","5.390,62","5.362,39","5.391,55","5.362,29","","0,54%"
"12/06/2017","5.361,91","5.374,79","5.378,32","5.349,89","","-0,21%"
"09/06/2017","5.373,00","5.368,93","5.393,86","5.354,98","","-0,07%"
"08/06/2017","5.376,87","5.382,47","5.384,94","5.366,86","","-0,14%"
"07/06/2017","5.384,23","5.381,07","5.394,82","5.371,71","","0,06%"
"06/06/2017","5.380,88","5.395,06","5.397,87","5.377,60","","-0,29%"
"05/06/2017","5.396,61","5.403,71","5.404,98","5.393,13","","-0,17%"
"02/06/2017","5.406,02","5.372,08","5.408,95","5.371,70","","0,63%"
"01/06/2017","5.372,07","5.337,17","5.372,07","5.337,03","","0,61%"
"31/05/2017","5.339,34","5.330,86","5.348,25","5.326,32","","0,11%"
"30/05/2017","5.333,58","5.332,78","5.338,49","5.327,71","","-0,08%"
"29/05/2017","5.337,81","5.338,81","5.339,83","5.334,93","","-0,02%"
"26/05/2017","5.339,04","5.343,57","5.343,60","5.331,42","","-0,12%"
"25/05/2017","5.345,26","5.333,30","5.349,80","5.329,64","","0,36%"
"24/05/2017","5.325,90","5.316,66","5.332,73","5.314,48","","0,07%"
"23/05/2017","5.322,42","5.315,32","5.326,70","5.311,15","","0,10%"
"22/05/2017","5.317,29","5.292,18","5.317,29","5.288,32","","0,55%"
"19/05/2017","5.288,26","5.246,25","5.300,49","5.243,72","","0,74%"
"18/05/2017","5.249,52","5.250,35","5.255,72","5.227,39","","-0,06%"
"17/05/2017","5.252,73","5.317,64","5.320,89","5.252,73","","-1,22%"
"16/05/2017","5.317,79","5.305,45","5.323,01","5.304,48","","0,27%"
"15/05/2017","5.303,31","5.275,42","5.305,55","5.275,26","","0,48%"
"12/05/2017","5.278,00","5.270,91","5.279,76","5.267,80","","0,10%"
"11/05/2017","5.272,63","5.281,26","5.284,80","5.254,13","","-0,21%"
"10/05/2017","5.283,74","5.276,71","5.283,74","5.272,74","","0,15%"
"09/05/2017","5.275,64","5.284,31","5.284,94","5.268,34","","-0,20%"
"08/05/2017","5.286,16","5.286,01","5.296,15","5.276,66","","0,06%"
"05/05/2017","5.283,08","5.257,65","5.285,92","5.251,69","","0,55%"
"04/05/2017","5.254,01","5.238,43","5.258,97","5.235,38","","0,20%"
"03/05/2017","5.243,75","5.256,26","5.256,26","5.231,43","","-0,15%"
"02/05/2017","5.251,59","5.238,22","5.255,02","5.238,06","","0,21%"
"01/05/2017","5.240,51","5.230,54","5.245,97","5.228,31","","0,23%"
"28/04/2017","5.228,73","5.236,49","5.241,76","5.228,69","","-0,14%"
"27/04/2017","5.236,25","5.240,36","5.244,02","5.227,93","","-0,05%"
"26/04/2017","5.238,65","5.240,12","5.253,96","5.236,32","","0,03%"
"25/04/2017","5.237,29","5.208,51","5.242,15","5.208,40","","0,56%"
"24/04/2017","5.208,09","5.141,63","5.212,37","5.136,28","","1,61%"
"21/04/2017","5.125,37","5.135,75","5.141,14","5.122,39","","-0,24%"
"20/04/2017","5.137,91","5.104,73","5.139,27","5.104,36","","0,64%"
"19/04/2017","5.105,35","5.113,86","5.126,08","5.099,84","","-0,12%"
"18/04/2017","5.111,26","5.131,44","5.132,12","5.103,20","","-0,47%"
"17/04/2017","5.135,33","5.097,21","5.135,33","5.097,18","","0,76%"
"14/04/2017","5.096,79","5.095,89","5.096,79","5.094,08","","-0,05%"
"13/04/2017","5.099,14","5.130,88","5.132,09","5.096,88","","-0,53%"
"12/04/2017","5.126,36","5.136,60","5.144,25","5.119,55","","-0,26%"
"11/04/2017","5.139,94","5.136,52","5.143,58","5.110,89","","0,07%"
"10/04/2017","5.136,51","5.129,58","5.146,95","5.126,90","","0,09%"
"07/04/2017","5.132,04","5.135,28","5.138,31","5.123,35","","-0,06%"
"06/04/2017","5.135,00","5.133,24","5.140,60","5.115,06","","0,06%"
"05/04/2017","5.131,84","5.144,57","5.171,82","5.131,84","","-0,21%"
"04/04/2017","5.142,72","5.141,37","5.142,89","5.126,31","","0,06%"
"03/04/2017","5.139,47","5.152,04","5.156,76","5.121,33","","-0,25%"
"31/03/2017","5.152,43","5.161,66","5.165,24","5.147,63","","-0,33%"
"30/03/2017","5.169,28","5.162,09","5.173,02","5.154,89","","0,19%"
"29/03/2017","5.159,57","5.150,77","5.164,98","5.145,22","","-0,03%"
"28/03/2017","5.161,30","5.120,42","5.161,30","5.120,19","","0,75%"
"27/03/2017","5.123,12","5.131,01","5.131,10","5.091,64","","-0,03%"
"24/03/2017","5.124,82","5.121,30","5.140,79","5.116,67","","0,05%"
"23/03/2017","5.122,30","5.114,33","5.139,16","5.111,20","","0,13%"
"22/03/2017","5.115,67","5.126,09","5.126,09","5.096,30","","-0,20%"
"21/03/2017","5.126,00","5.163,44","5.188,33","5.123,44","","-0,75%"
"20/03/2017","5.164,99","5.172,60","5.178,22","5.157,93","","-0,13%"
"17/03/2017","5.171,79","5.174,40","5.184,51","5.168,81","","-0,05%"
"16/03/2017","5.174,33","5.164,29","5.181,43","5.161,76","","0,56%"
"15/03/2017","5.145,56","5.110,62","5.167,71","5.107,88","","0,61%"
"14/03/2017","5.114,33","5.130,79","5.131,12","5.101,29","","-0,38%"
"13/03/2017","5.133,75","5.123,00","5.133,75","5.121,81","","0,24%"
"10/03/2017","5.121,51","5.092,98","5.129,13","5.092,56","","0,55%"
"09/03/2017","5.093,74","5.088,56","5.102,10","5.082,46","","0,07%"
"08/03/2017","5.089,94","5.104,29","5.107,90","5.087,48","","-0,30%"
"07/03/2017","5.105,40","5.116,43","5.120,42","5.099,90","","-0,27%"
"06/03/2017","5.119,42","5.135,21","5.137,10","5.107,70","","-0,18%"
"03/03/2017","5.128,40","5.125,06","5.137,03","5.114,62","","0,01%"
"02/03/2017","5.127,89","5.148,16","5.153,38","5.123,42","","-0,38%"
"01/03/2017","5.147,67","5.086,63","5.154,98","5.084,40","","0,97%"
"28/02/2017","5.098,13","5.099,17","5.105,39","5.086,73","","-0,15%"
"27/02/2017","5.105,92","5.101,71","5.105,92","5.090,91","","0,05%"
"24/02/2017","5.103,42","5.113,57","5.113,87","5.082,70","","-0,23%"
"23/02/2017","5.115,33","5.107,32","5.124,22","5.102,12","","0,19%"
"22/02/2017","5.105,53","5.106,78","5.112,91","5.097,10","","-0,02%"
"21/02/2017","5.106,77","5.088,26","5.109,39","5.080,68","","0,34%"
"20/02/2017","5.089,31","5.086,97","5.092,25","5.083,56","","0,02%"
"17/02/2017","5.088,38","5.088,36","5.088,46","5.071,21","","0,00%"
"16/02/2017","5.088,45","5.082,99","5.093,10","5.076,24","","0,19%"
"15/02/2017","5.078,66","5.054,19","5.085,06","5.052,37","","0,55%"
"14/02/2017","5.050,83","5.050,16","5.053,91","5.030,79","","0,03%"
"13/02/2017","5.049,44","5.025,31","5.054,75","5.023,23","","0,49%"
"10/02/2017","5.024,87","5.002,31","5.031,70","5.002,04","","0,40%"
"09/02/2017","5.004,91","4.988,47","5.008,05","4.979,99","","0,30%"
"08/02/2017","4.989,76","4.975,67","4.989,76","4.969,30","","0,29%"
"07/02/2017","4.975,35","4.982,25","4.984,80","4.968,14","","-0,05%"
"06/02/2017","4.977,75","4.995,36","5.000,34","4.973,78","","-0,40%"
"03/02/2017","4.997,90","4.962,80","4.999,27","4.961,01","","0,58%"
"02/02/2017","4.968,92","4.965,95","4.975,36","4.956,55","","0,11%"
"01/02/2017","4.963,70","4.958,99","4.981,63","4.953,59","","0,06%"
"31/01/2017","4.960,51","4.959,97","4.965,78","4.943,39","","0,02%"
"30/01/2017","4.959,54","4.991,65","4.993,18","4.940,64","","-0,62%"
"27/01/2017","4.990,59","4.993,14","4.997,84","4.984,92","","-0,02%"
"26/01/2017","4.991,41","4.999,64","5.010,75","4.989,55","","-0,11%"
"25/01/2017","4.997,07","4.951,62","5.001,72","4.951,08","","0,85%"
"24/01/2017","4.954,89","4.936,04","4.955,15","4.924,93","","0,52%"
"23/01/2017","4.929,48","4.939,16","4.944,51","4.918,47","","-0,07%"
"20/01/2017","4.932,89","4.919,60","4.939,28","4.914,84","","0,38%"
"19/01/2017","4.914,31","4.926,19","4.933,84","4.910,90","","-0,54%"
"18/01/2017","4.940,92","4.935,92","4.940,92","4.921,89","","0,17%"
"17/01/2017","4.932,74","4.933,12","4.946,79","4.928,76","","-0,05%"
"16/01/2017","4.935,22","4.946,13","4.949,28","4.933,03","","-0,25%"
"13/01/2017","4.947,57","4.926,75","4.952,66","4.923,82","","0,27%"
"12/01/2017","4.934,31","4.939,20","4.950,40","4.912,92","","0,30%"
"11/01/2017","4.919,67","4.918,48","4.939,95","4.909,86","","-0,08%"
"10/01/2017","4.923,52","4.920,96","4.932,59","4.913,99","","0,15%"
"09/01/2017","4.916,01","4.924,55","4.928,49","4.913,09","","-0,35%"
"06/01/2017","4.933,03","4.930,75","4.934,30","4.912,35","","0,05%"
"05/01/2017","4.930,56","4.908,32","4.931,98","4.907,78","","0,48%"
"04/01/2017","4.907,03","4.865,27","4.909,67","4.865,27","","0,92%"
"03/01/2017","4.862,39","4.837,50","4.869,06","4.834,55","","0,28%"
"02/01/2017","4.848,79","4.839,14","4.848,79","4.834,72","","0,11%"
"30/12/2016","4.843,61","4.848,44","4.862,24","4.833,37","","-0,10%"
"29/12/2016","4.848,33","4.845,04","4.850,16","4.841,30","","0,15%"
"28/12/2016","4.840,97","4.868,59","4.872,11","4.840,97","","-0,55%"
"27/12/2016","4.867,83","4.860,98","4.874,86","4.858,90","","0,12%"
"26/12/2016","4.862,07","4.863,03","4.864,45","4.861,97","","-0,04%"
"23/12/2016","4.863,91","4.857,67","4.863,91","4.855,04","","0,08%"
"22/12/2016","4.860,07","4.864,79","4.867,39","4.851,83","","-0,12%"
"21/12/2016","4.865,98","4.872,25","4.876,81","4.865,72","","-0,07%"
"20/12/2016","4.869,43","4.858,04","4.873,20","4.853,21","","0,15%"
"19/12/2016","4.861,90","4.856,65","4.869,12","4.852,22","","0,24%"
"16/12/2016","4.850,45","4.852,80","4.865,14","4.850,45","","0,01%"
"15/12/2016","4.849,76","4.849,12","4.863,95","4.833,28","","-0,52%"
"14/12/2016","4.875,09","4.901,49","4.906,95","4.844,39","","-0,58%"
"13/12/2016","4.903,37","4.869,72","4.909,84","4.866,44","","0,79%"
"12/12/2016","4.864,94","4.865,18","4.878,87","4.859,51","","0,01%"
"09/12/2016","4.864,47","4.846,92","4.866,00","4.845,14","","0,41%"
"08/12/2016","4.844,61","4.834,63","4.853,34","4.832,04","","0,21%"
"07/12/2016","4.834,27","4.773,04","4.834,27","4.772,70","","1,25%"
"06/12/2016","4.774,42","4.753,62","4.774,42","4.752,56","","0,57%"
"05/12/2016","4.747,49","4.716,04","4.759,12","4.710,30","","0,54%"
"02/12/2016","4.721,89","4.724,67","4.733,98","4.710,51","","0,02%"
"01/12/2016","4.721,04","4.729,51","4.741,04","4.718,86","","-0,20%"
"30/11/2016","4.730,42","4.742,35","4.756,39","4.728,83","","-0,18%"
"29/11/2016","4.739,15","4.735,45","4.751,51","4.722,74","","0,15%"
"28/11/2016","4.731,87","4.753,39","4.765,51","4.731,55","","-0,45%"
"25/11/2016","4.753,22","4.731,03","4.754,08","4.730,97","","0,44%"
"24/11/2016","4.732,25","4.725,42","4.733,63","4.723,68","","0,22%"
"23/11/2016","4.722,07","4.734,43","4.740,20","4.707,11","","-0,19%"
"22/11/2016","4.731,22","4.724,89","4.739,31","4.722,42","","0,15%"
"21/11/2016","4.723,95","4.688,62","4.727,45","4.687,91","","0,78%"
"18/11/2016","4.687,56","4.704,52","4.708,93","4.686,45","","-0,56%"
"17/11/2016","4.713,82","4.694,96","4.713,82","4.691,30","","0,51%"
"16/11/2016","4.689,93","4.699,87","4.709,61","4.684,77","","-0,19%"
"15/11/2016","4.698,74","4.675,59","4.700,54","4.671,29","","0,58%"
"14/11/2016","4.671,86","4.681,77","4.690,04","4.662,17","","-0,26%"
"11/11/2016","4.683,83","4.697,69","4.706,90","4.663,14","","-0,25%"
"10/11/2016","4.695,67","4.676,09","4.727,18","4.672,43","","0,31%"
"09/11/2016","4.681,34","4.664,88","4.685,59","4.621,79","","0,28%"
"08/11/2016","4.668,16","4.652,43","4.675,73","4.639,38","","0,39%"
"07/11/2016","4.650,25","4.572,79","4.652,84","4.571,44","","1,54%"
"04/11/2016","4.579,88","4.600,25","4.600,25","4.574,50","","-0,41%"
"03/11/2016","4.598,60","4.611,04","4.621,55","4.596,12","","-0,33%"
"02/11/2016","4.613,74","4.647,68","4.647,75","4.608,74","","-0,66%"
"01/11/2016","4.644,19","4.665,23","4.677,81","4.629,61","","-0,41%"
"31/10/2016","4.663,36","4.670,59","4.674,43","4.657,96","","0,00%"
"28/10/2016","4.663,39","4.670,17","4.684,52","4.661,85","","-0,21%"
"27/10/2016","4.673,37","4.685,40","4.694,42","4.670,07","","-0,30%"
"26/10/2016","4.687,50","4.696,31","4.697,98","4.673,72","","-0,07%"
"25/10/2016","4.690,99","4.704,21","4.714,69","4.689,27","","-0,29%"
"24/10/2016","4.704,83","4.691,28","4.715,81","4.686,93","","0,30%"
"21/10/2016","4.690,67","4.698,70","4.699,08","4.674,04","","-0,17%"
"20/10/2016","4.698,59","4.705,05","4.711,29","4.686,07","","-0,15%"
"19/10/2016","4.705,57","4.690,80","4.710,04","4.689,29","","0,34%"
"18/10/2016","4.689,72","4.656,29","4.698,34","4.655,74","","0,79%"
